stkcd,trdate,clprice
601628 中國人壽,2014/08/18,15.207
601668 中國建築,2014/08/18,3.143
601669 中國電建,2014/08/18,2.632
601688 華泰證券,2014/08/18,8.637
601766 中國中車,2014/08/18,5.182
601800 中國交建,2014/08/18,4.129
601818 光大銀行,2014/08/18,2.632
601857 中國石油,2014/08/18,7.667
601901 方正證券,2014/08/18,6.07
601988 中國銀行,2014/08/18,2.598
601989 中國重工,2014/08/18,5.078
601998 中信銀行,2014/08/18,4.44
600000 浦發銀行,2014/08/15,9.251
600010 包鋼股份,2014/08/15,2.555
600015 華夏銀行,2014/08/15,6.943
600016 民生銀行,2014/08/15,6.176
600018 上港集團,2014/08/15,4.563
600028 中國石化,2014/08/15,5.012
600030 中信證券,2014/08/15,13.151
600036 招商銀行,2014/08/15,10.402
600048 保利地產,2014/08/15,5.707
600050 中國聯通,2014/08/15,3.546
600104 上汽集團,2014/08/15,16.438
600109 國金證券,2014/08/15,11.077
600111 北方稀土,2014/08/15,15.496
600150 中國船舶,2014/08/15,23.646
600518 康美藥業,2014/08/15,7.545
600519 貴州茅台,2014/08/15,144.3
600585 海螺水泥,2014/08/15,17.588
600637 東方明珠,2014/08/15,31.918
600795 國電電力,2014/08/15,2.23
600837 海通證券,2014/08/15,10.027
600887 伊利股份,2014/08/15,12.65
600893 中航動力,2014/08/15,25.165
600999 招商證券,2014/08/15,10.687
601006 大秦鐵路,2014/08/15,7.054
601088 中國神華,2014/08/15,15.489
601166 興業銀行,2014/08/15,10.221
601169 北京銀行,2014/08/15,5.783
601186 中國鐵建,2014/08/15,5.194
601288 農業銀行,2014/08/15,2.409
601318 中國平安,2014/08/15,21.531
601328 交通銀行,2014/08/15,4.164
601336 新華保險,2014/08/15,24.773
601390 中國中鐵,2014/08/15,2.879
601398 工商銀行,2014/08/15,3.365
601601 中國太保,2014/08/15,20.147
601628 中國人壽,2014/08/15,15.158
601668 中國建築,2014/08/15,3.123
601669 中國電建,2014/08/15,2.632
601688 華泰證券,2014/08/15,8.568
601766 中國中車,2014/08/15,5.172
601800 中國交建,2014/08/15,4.129
601818 光大銀行,2014/08/15,2.632
601857 中國石油,2014/08/15,7.658
601901 方正證券,2014/08/15,6.07
601988 中國銀行,2014/08/15,2.598
601989 中國重工,2014/08/15,5.048
601998 中信銀行,2014/08/15,4.44
600000 浦發銀行,2014/08/14,9.174
600010 包鋼股份,2014/08/14,2.521
600015 華夏銀行,2014/08/14,6.902
600016 民生銀行,2014/08/14,6.157
600018 上港集團,2014/08/14,4.534
600028 中國石化,2014/08/14,4.965
600030 中信證券,2014/08/14,12.854
600036 招商銀行,2014/08/14,10.354
600048 保利地產,2014/08/14,5.609
600050 中國聯通,2014/08/14,3.457
600104 上汽集團,2014/08/14,16.069
600109 國金證券,2014/08/14,10.857
600111 北方稀土,2014/08/14,15.443
600150 中國船舶,2014/08/14,23.616
600518 康美藥業,2014/08/14,7.46
600519 貴州茅台,2014/08/14,144.229
600585 海螺水泥,2014/08/14,17.501
600637 東方明珠,2014/08/14,31.918
600795 國電電力,2014/08/14,2.22
600837 海通證券,2014/08/14,9.889
600887 伊利股份,2014/08/14,12.574
600893 中航動力,2014/08/14,24.717
600999 招商證券,2014/08/14,10.497
601006 大秦鐵路,2014/08/14,7.035
601088 中國神華,2014/08/14,15.499
601166 興業銀行,2014/08/14,10.192
601169 北京銀行,2014/08/14,5.767
601186 中國鐵建,2014/08/14,5.145
601288 農業銀行,2014/08/14,2.39
601318 中國平安,2014/08/14,21.188
601328 交通銀行,2014/08/14,4.135
601336 新華保險,2014/08/14,24.275
601390 中國中鐵,2014/08/14,2.869
601398 工商銀行,2014/08/14,3.355
601601 中國太保,2014/08/14,19.351
601628 中國人壽,2014/08/14,14.871
601668 中國建築,2014/08/14,3.074
601669 中國電建,2014/08/14,2.632
601688 華泰證券,2014/08/14,8.351
601766 中國中車,2014/08/14,5.083
601800 中國交建,2014/08/14,4.119
601818 光大銀行,2014/08/14,2.622
601857 中國石油,2014/08/14,7.59
601901 方正證券,2014/08/14,5.96
601988 中國銀行,2014/08/14,2.588
601989 中國重工,2014/08/14,5.028
601998 中信銀行,2014/08/14,4.38
600000 浦發銀行,2014/08/13,9.184
600010 包鋼股份,2014/08/13,2.625
600015 華夏銀行,2014/08/13,6.943
600016 民生銀行,2014/08/13,6.225
600018 上港集團,2014/08/13,4.573
600028 中國石化,2014/08/13,5.022
600030 中信證券,2014/08/13,13.059
600036 招商銀行,2014/08/13,10.441
600048 保利地產,2014/08/13,5.688
600050 中國聯通,2014/08/13,3.467
600104 上汽集團,2014/08/13,15.454
600109 國金證券,2014/08/13,11.022
600111 北方稀土,2014/08/13,15.888
600150 中國船舶,2014/08/13,23.516
600518 康美藥業,2014/08/13,7.54
600519 貴州茅台,2014/08/13,145.149
600585 海螺水泥,2014/08/13,17.666
600637 東方明珠,2014/08/13,31.918
600795 國電電力,2014/08/13,2.24
600837 海通證券,2014/08/13,10.047
600887 伊利股份,2014/08/13,12.569
600893 中航動力,2014/08/13,24.288
600999 招商證券,2014/08/13,10.611
601006 大秦鐵路,2014/08/13,6.929
601088 中國神華,2014/08/13,15.639
601166 興業銀行,2014/08/13,10.28
601169 北京銀行,2014/08/13,5.816
601186 中國鐵建,2014/08/13,5.194
601288 農業銀行,2014/08/13,2.399
601318 中國平安,2014/08/13,21.482
601328 交通銀行,2014/08/13,4.154
601336 新華保險,2014/08/13,25.141
601390 中國中鐵,2014/08/13,2.889
601398 工商銀行,2014/08/13,3.355
601601 中國太保,2014/08/13,19.538
601628 中國人壽,2014/08/13,15.187
601668 中國建築,2014/08/13,3.094
601669 中國電建,2014/08/13,2.632
601688 華泰證券,2014/08/13,8.528
601766 中國中車,2014/08/13,5.073
601800 中國交建,2014/08/13,4.059
601818 光大銀行,2014/08/13,2.651
601857 中國石油,2014/08/13,7.658
601901 方正證券,2014/08/13,6.08
601988 中國銀行,2014/08/13,2.598
601989 中國重工,2014/08/13,4.978
601998 中信銀行,2014/08/13,4.41
600000 浦發銀行,2014/08/12,9.212
600010 包鋼股份,2014/08/12,2.476
600015 華夏銀行,2014/08/12,7
600016 民生銀行,2014/08/12,6.254
600018 上港集團,2014/08/12,4.514
600028 中國石化,2014/08/12,5.031
600030 中信證券,2014/08/12,12.913
600036 招商銀行,2014/08/12,10.518
600048 保利地產,2014/08/12,5.717
600050 中國聯通,2014/08/12,3.457
600104 上汽集團,2014/08/12,15.501
600109 國金證券,2014/08/12,10.987
600111 北方稀土,2014/08/12,15.974
600150 中國船舶,2014/08/12,24.056
600518 康美藥業,2014/08/12,7.416
600519 貴州茅台,2014/08/12,144.747
600585 海螺水泥,2014/08/12,17.783
600637 東方明珠,2014/08/12,31.918
600795 國電電力,2014/08/12,2.259
600837 海通證券,2014/08/12,9.987
600887 伊利股份,2014/08/12,12.703
600893 中航動力,2014/08/12,24.697
600999 招商證券,2014/08/12,10.602
601006 大秦鐵路,2014/08/12,6.967
601088 中國神華,2014/08/12,15.619
601166 興業銀行,2014/08/12,10.299
601169 北京銀行,2014/08/12,5.84
601186 中國鐵建,2014/08/12,5.125
601288 農業銀行,2014/08/12,2.399
601318 中國平安,2014/08/12,21.109
601328 交通銀行,2014/08/12,4.193
601336 新華保險,2014/08/12,24.275
601390 中國中鐵,2014/08/12,2.879
601398 工商銀行,2014/08/12,3.374
601601 中國太保,2014/08/12,19.174
601628 中國人壽,2014/08/12,14.989
601668 中國建築,2014/08/12,3.094
601669 中國電建,2014/08/12,2.632
601688 華泰證券,2014/08/12,8.548
601766 中國中車,2014/08/12,5.113
601800 中國交建,2014/08/12,3.931
601818 光大銀行,2014/08/12,2.651
601857 中國石油,2014/08/12,7.687
601901 方正證券,2014/08/12,6.07
601988 中國銀行,2014/08/12,2.598
601989 中國重工,2014/08/12,5.008
601998 中信銀行,2014/08/12,4.45
600000 浦發銀行,2014/08/11,9.27
600010 包鋼股份,2014/08/11,2.441
600015 華夏銀行,2014/08/11,7.097
600016 民生銀行,2014/08/11,6.302
600018 上港集團,2014/08/11,4.524
600028 中國石化,2014/08/11,5.031
600030 中信證券,2014/08/11,13.04
600036 招商銀行,2014/08/11,10.682
600048 保利地產,2014/08/11,5.707
600050 中國聯通,2014/08/11,3.507
600104 上汽集團,2014/08/11,15.501
600109 國金證券,2014/08/11,11.027
600111 北方稀土,2014/08/11,16.034
600150 中國船舶,2014/08/11,24.166
600518 康美藥業,2014/08/11,7.406
600519 貴州茅台,2014/08/11,145.667
600585 海螺水泥,2014/08/11,17.832
600637 東方明珠,2014/08/11,31.918
600795 國電電力,2014/08/11,2.25
600837 海通證券,2014/08/11,9.987
600887 伊利股份,2014/08/11,12.693
600893 中航動力,2014/08/11,24.757
600999 招商證券,2014/08/11,10.659
601006 大秦鐵路,2014/08/11,6.977
601088 中國神華,2014/08/11,15.779
601166 興業銀行,2014/08/11,10.406
601169 北京銀行,2014/08/11,5.922
601186 中國鐵建,2014/08/11,5.145
601288 農業銀行,2014/08/11,2.409
601318 中國平安,2014/08/11,21.384
601328 交通銀行,2014/08/11,4.26
601336 新華保險,2014/08/11,24.514
601390 中國中鐵,2014/08/11,2.889
601398 工商銀行,2014/08/11,3.403
601601 中國太保,2014/08/11,19.43
601628 中國人壽,2014/08/11,15.128
601668 中國建築,2014/08/11,3.104
601669 中國電建,2014/08/11,2.632
601688 華泰證券,2014/08/11,8.568
601766 中國中車,2014/08/11,5.142
601800 中國交建,2014/08/11,3.941
601818 光大銀行,2014/08/11,2.671
601857 中國石油,2014/08/11,7.696
601901 方正證券,2014/08/11,6.09
601988 中國銀行,2014/08/11,2.607
601989 中國重工,2014/08/11,5.038
601998 中信銀行,2014/08/11,4.49
600000 浦發銀行,2014/08/08,9.117
600010 包鋼股份,2014/08/08,2.436
600015 華夏銀行,2014/08/08,7.008
600016 民生銀行,2014/08/08,6.225
600018 上港集團,2014/08/08,4.495
600028 中國石化,2014/08/08,4.984
600030 中信證券,2014/08/08,12.747
600036 招商銀行,2014/08/08,10.441
600048 保利地產,2014/08/08,5.648
600050 中國聯通,2014/08/08,3.467
600104 上汽集團,2014/08/08,15.179
600109 國金證券,2014/08/08,10.897
600111 北方稀土,2014/08/08,15.596
600150 中國船舶,2014/08/08,23.656
600518 康美藥業,2014/08/08,7.272
600519 貴州茅台,2014/08/08,144.836
600585 海螺水泥,2014/08/08,17.481
600637 東方明珠,2014/08/08,31.918
600795 國電電力,2014/08/08,2.24
600837 海通證券,2014/08/08,9.829
600887 伊利股份,2014/08/08,12.579
600893 中航動力,2014/08/08,24.607
600999 招商證券,2014/08/08,10.459
601006 大秦鐵路,2014/08/08,6.832
601088 中國神華,2014/08/08,15.469
601166 興業銀行,2014/08/08,10.26
601169 北京銀行,2014/08/08,5.881
601186 中國鐵建,2014/08/08,5.026
601288 農業銀行,2014/08/08,2.39
601318 中國平安,2014/08/08,21.026
601328 交通銀行,2014/08/08,4.241
601336 新華保險,2014/08/08,23.897
601390 中國中鐵,2014/08/08,2.849
601398 工商銀行,2014/08/08,3.355
601601 中國太保,2014/08/08,19.017
601628 中國人壽,2014/08/08,14.762
601668 中國建築,2014/08/08,3.074
601669 中國電建,2014/08/08,2.632
601688 華泰證券,2014/08/08,8.381
601766 中國中車,2014/08/08,5.024
601800 中國交建,2014/08/08,3.881
601818 光大銀行,2014/08/08,2.632
601857 中國石油,2014/08/08,7.609
601901 方正證券,2014/08/08,6
601988 中國銀行,2014/08/08,2.588
601989 中國重工,2014/08/08,4.978
601998 中信銀行,2014/08/08,4.42
600000 浦發銀行,2014/08/07,9.136
600010 包鋼股份,2014/08/07,2.521
600015 華夏銀行,2014/08/07,7.04
600016 民生銀行,2014/08/07,6.215
600018 上港集團,2014/08/07,4.524
600028 中國石化,2014/08/07,4.898
600030 中信證券,2014/08/07,12.767
600036 招商銀行,2014/08/07,10.354
600048 保利地產,2014/08/07,5.786
600050 中國聯通,2014/08/07,3.457
600104 上汽集團,2014/08/07,14.971
600109 國金證券,2014/08/07,10.847
600111 北方稀土,2014/08/07,15.815
600150 中國船舶,2014/08/07,23.906
600518 康美藥業,2014/08/07,7.297
600519 貴州茅台,2014/08/07,143.461
600585 海螺水泥,2014/08/07,17.452
600637 東方明珠,2014/08/07,31.918
600795 國電電力,2014/08/07,2.25
600837 海通證券,2014/08/07,9.829
600887 伊利股份,2014/08/07,12.341
600893 中航動力,2014/08/07,24.328
600999 招商證券,2014/08/07,10.468
601006 大秦鐵路,2014/08/07,6.794
601088 中國神華,2014/08/07,15.399
601166 興業銀行,2014/08/07,10.241
601169 北京銀行,2014/08/07,5.865
601186 中國鐵建,2014/08/07,4.996
601288 農業銀行,2014/08/07,2.38
601318 中國平安,2014/08/07,21.109
601328 交通銀行,2014/08/07,4.202
601336 新華保險,2014/08/07,23.837
601390 中國中鐵,2014/08/07,2.829
601398 工商銀行,2014/08/07,3.365
601601 中國太保,2014/08/07,19.047
601628 中國人壽,2014/08/07,14.811
601668 中國建築,2014/08/07,3.084
601669 中國電建,2014/08/07,2.632
601688 華泰證券,2014/08/07,8.41
601766 中國中車,2014/08/07,5.073
601800 中國交建,2014/08/07,3.861
601818 光大銀行,2014/08/07,2.603
601857 中國石油,2014/08/07,7.58
601901 方正證券,2014/08/07,6
601988 中國銀行,2014/08/07,2.578
601989 中國重工,2014/08/07,5.008
601998 中信銀行,2014/08/07,4.4
600000 浦發銀行,2014/08/06,9.308
600010 包鋼股份,2014/08/06,2.291
600015 華夏銀行,2014/08/06,7.154
600016 民生銀行,2014/08/06,6.332
600018 上港集團,2014/08/06,4.504
600028 中國石化,2014/08/06,4.965
600030 中信證券,2014/08/06,13.147
600036 招商銀行,2014/08/06,10.586
600048 保利地產,2014/08/06,5.806
600050 中國聯通,2014/08/06,3.536
600104 上汽集團,2014/08/06,15.397
600109 國金證券,2014/08/06,11.182
600111 北方稀土,2014/08/06,16.187
600150 中國船舶,2014/08/06,23.886
600518 康美藥業,2014/08/06,7.361
600519 貴州茅台,2014/08/06,145.89
600585 海螺水泥,2014/08/06,17.822
600637 東方明珠,2014/08/06,31.918
600795 國電電力,2014/08/06,2.279
600837 海通證券,2014/08/06,9.997
600887 伊利股份,2014/08/06,12.741
600893 中航動力,2014/08/06,24.657
600999 招商證券,2014/08/06,10.621
601006 大秦鐵路,2014/08/06,6.89
601088 中國神華,2014/08/06,15.759
601166 興業銀行,2014/08/06,10.357
601169 北京銀行,2014/08/06,5.971
601186 中國鐵建,2014/08/06,5.115
601288 農業銀行,2014/08/06,2.419
601318 中國平安,2014/08/06,21.443
601328 交通銀行,2014/08/06,4.241
601336 新華保險,2014/08/06,24.454
601390 中國中鐵,2014/08/06,2.879
601398 工商銀行,2014/08/06,3.422
601601 中國太保,2014/08/06,19.302
601628 中國人壽,2014/08/06,15.029
601668 中國建築,2014/08/06,3.123
601669 中國電建,2014/08/06,2.632
601688 華泰證券,2014/08/06,8.656
601766 中國中車,2014/08/06,5.192
601800 中國交建,2014/08/06,3.95
601818 光大銀行,2014/08/06,2.651
601857 中國石油,2014/08/06,7.696
601901 方正證券,2014/08/06,6.16
601988 中國銀行,2014/08/06,2.607
601989 中國重工,2014/08/06,5.038
601998 中信銀行,2014/08/06,4.44
600000 浦發銀行,2014/08/05,9.432
600010 包鋼股份,2014/08/05,2.136
600015 華夏銀行,2014/08/05,7.146
600016 民生銀行,2014/08/05,6.429
600018 上港集團,2014/08/05,4.524
600028 中國石化,2014/08/05,4.984
600030 中信證券,2014/08/05,13.108
600036 招商銀行,2014/08/05,10.778
600048 保利地產,2014/08/05,5.865
600050 中國聯通,2014/08/05,3.566
600104 上汽集團,2014/08/05,15.558
600109 國金證券,2014/08/05,11.282
600111 北方稀土,2014/08/05,15.768
600150 中國船舶,2014/08/05,23.616
600518 康美藥業,2014/08/05,7.411
600519 貴州茅台,2014/08/05,148.508
600585 海螺水泥,2014/08/05,17.997
600637 東方明珠,2014/08/05,31.918
600795 國電電力,2014/08/05,2.269
600837 海通證券,2014/08/05,10.007
600887 伊利股份,2014/08/05,12.865
600893 中航動力,2014/08/05,24.159
600999 招商證券,2014/08/05,10.63
601006 大秦鐵路,2014/08/05,6.967
601088 中國神華,2014/08/05,15.849
601166 興業銀行,2014/08/05,10.561
601169 北京銀行,2014/08/05,5.987
601186 中國鐵建,2014/08/05,5.145
601288 農業銀行,2014/08/05,2.419
601318 中國平安,2014/08/05,21.841
601328 交通銀行,2014/08/05,4.26
601336 新華保險,2014/08/05,24.932
601390 中國中鐵,2014/08/05,2.883
601398 工商銀行,2014/08/05,3.432
601601 中國太保,2014/08/05,19.656
601628 中國人壽,2014/08/05,15.207
601668 中國建築,2014/08/05,3.133
601669 中國電建,2014/08/05,2.632
601688 華泰證券,2014/08/05,8.666
601766 中國中車,2014/08/05,5.251
601800 中國交建,2014/08/05,3.95
601818 光大銀行,2014/08/05,2.671
601857 中國石油,2014/08/05,7.744
601901 方正證券,2014/08/05,6.22
601988 中國銀行,2014/08/05,2.617
601989 中國重工,2014/08/05,4.998
601998 中信銀行,2014/08/05,4.53
600000 浦發銀行,2014/08/04,9.48
600010 包鋼股份,2014/08/04,2.126
600015 華夏銀行,2014/08/04,7.211
600016 民生銀行,2014/08/04,6.507
600018 上港集團,2014/08/04,4.485
600028 中國石化,2014/08/04,5.031
600030 中信證券,2014/08/04,13.284
600036 招商銀行,2014/08/04,10.846
600048 保利地產,2014/08/04,5.963
600050 中國聯通,2014/08/04,3.566
600104 上汽集團,2014/08/04,15.69
600109 國金證券,2014/08/04,11.257
600111 北方稀土,2014/08/04,15.529
600150 中國船舶,2014/08/04,23.516
600518 康美藥業,2014/08/04,7.426
600519 貴州茅台,2014/08/04,146.855
600585 海螺水泥,2014/08/04,17.812
600637 東方明珠,2014/08/04,31.918
600795 國電電力,2014/08/04,2.288
600837 海通證券,2014/08/04,10.106
600887 伊利股份,2014/08/04,12.807
600893 中航動力,2014/08/04,24.288
600999 招商證券,2014/08/04,10.706
601006 大秦鐵路,2014/08/04,6.996
601088 中國神華,2014/08/04,16.099
601166 興業銀行,2014/08/04,10.785
601169 北京銀行,2014/08/04,6.036
601186 中國鐵建,2014/08/04,5.125
601288 農業銀行,2014/08/04,2.419
601318 中國平安,2014/08/04,22.145
601328 交通銀行,2014/08/04,4.337
601336 新華保險,2014/08/04,25.19
601390 中國中鐵,2014/08/04,2.873
601398 工商銀行,2014/08/04,3.451
601601 中國太保,2014/08/04,19.931
601628 中國人壽,2014/08/04,15.395
601668 中國建築,2014/08/04,3.153
601669 中國電建,2014/08/04,2.632
601688 華泰證券,2014/08/04,8.656
601766 中國中車,2014/08/04,5.311
601800 中國交建,2014/08/04,3.96
601818 光大銀行,2014/08/04,2.69
601857 中國石油,2014/08/04,7.764
601901 方正證券,2014/08/04,6.28
601988 中國銀行,2014/08/04,2.626
601989 中國重工,2014/08/04,5.048
601998 中信銀行,2014/08/04,4.52
600000 浦發銀行,2014/08/01,9.327
600010 包鋼股份,2014/08/01,2.051
600015 華夏銀行,2014/08/01,7.113
600016 民生銀行,2014/08/01,6.39
600018 上港集團,2014/08/01,4.445
600028 中國石化,2014/08/01,4.917
600030 中信證券,2014/08/01,12.523
600036 招商銀行,2014/08/01,10.624
600048 保利地產,2014/08/01,5.796
600050 中國聯通,2014/08/01,3.437
600104 上汽集團,2014/08/01,15.397
600109 國金證券,2014/08/01,10.887
600111 北方稀土,2014/08/01,14.534
600150 中國船舶,2014/08/01,22.917
600518 康美藥業,2014/08/01,7.361
600519 貴州茅台,2014/08/01,145.587
600585 海螺水泥,2014/08/01,17.208
600637 東方明珠,2014/08/01,31.918
600795 國電電力,2014/08/01,2.269
600837 海通證券,2014/08/01,9.691
600887 伊利股份,2014/08/01,12.626
600893 中航動力,2014/08/01,24.059
600999 招商證券,2014/08/01,10.297
601006 大秦鐵路,2014/08/01,6.909
601088 中國神華,2014/08/01,15.689
601166 興業銀行,2014/08/01,10.61
601169 北京銀行,2014/08/01,5.946
601186 中國鐵建,2014/08/01,4.937
601288 農業銀行,2014/08/01,2.409
601318 中國平安,2014/08/01,21.468
601328 交通銀行,2014/08/01,4.308
601336 新華保險,2014/08/01,24.375
601390 中國中鐵,2014/08/01,2.785
601398 工商銀行,2014/08/01,3.432
601601 中國太保,2014/08/01,19.341
601628 中國人壽,2014/08/01,14.91
601668 中國建築,2014/08/01,3.094
601669 中國電建,2014/08/01,2.632
601688 華泰證券,2014/08/01,8.302
601766 中國中車,2014/08/01,5.093
601800 中國交建,2014/08/01,3.901
601818 光大銀行,2014/08/01,2.574
601857 中國石油,2014/08/01,7.687
601901 方正證券,2014/08/01,6
601988 中國銀行,2014/08/01,2.607
601989 中國重工,2014/08/01,4.939
601998 中信銀行,2014/08/01,4.45
600000 浦發銀行,2014/07/31,9.365
600010 包鋼股份,2014/07/31,1.987
600015 華夏銀行,2014/07/31,7.138
600016 民生銀行,2014/07/31,6.468
600018 上港集團,2014/07/31,4.485
600028 中國石化,2014/07/31,4.965
600030 中信證券,2014/07/31,12.845
600036 招商銀行,2014/07/31,10.672
600048 保利地產,2014/07/31,5.914
600050 中國聯通,2014/07/31,3.497
600104 上汽集團,2014/07/31,15.425
600109 國金證券,2014/07/31,11.307
600111 北方稀土,2014/07/31,14.739
600150 中國船舶,2014/07/31,23.796
600518 康美藥業,2014/07/31,7.326
600519 貴州茅台,2014/07/31,143.166
600585 海螺水泥,2014/07/31,17.501
600637 東方明珠,2014/07/31,31.918
600795 國電電力,2014/07/31,2.24
600837 海通證券,2014/07/31,9.918
600887 伊利股份,2014/07/31,12.645
600893 中航動力,2014/07/31,24.647
600999 招商證券,2014/07/31,10.526
601006 大秦鐵路,2014/07/31,6.9
601088 中國神華,2014/07/31,15.369
601166 興業銀行,2014/07/31,10.756
601169 北京銀行,2014/07/31,6.004
601186 中國鐵建,2014/07/31,5.036
601288 農業銀行,2014/07/31,2.409
601318 中國平安,2014/07/31,21.909
601328 交通銀行,2014/07/31,4.434
601336 新華保險,2014/07/31,24.663
601390 中國中鐵,2014/07/31,2.824
601398 工商銀行,2014/07/31,3.441
601601 中國太保,2014/07/31,19.725
601628 中國人壽,2014/07/31,14.989
601668 中國建築,2014/07/31,3.084
601669 中國電建,2014/07/31,2.632
601688 華泰證券,2014/07/31,8.42
601766 中國中車,2014/07/31,5.142
601800 中國交建,2014/07/31,3.911
601818 光大銀行,2014/07/31,2.535
601857 中國石油,2014/07/31,7.735
601901 方正證券,2014/07/31,6.13
601988 中國銀行,2014/07/31,2.607
601989 中國重工,2014/07/31,5.078
601998 中信銀行,2014/07/31,4.54
600000 浦發銀行,2014/07/30,9.279
600010 包鋼股份,2014/07/30,1.957
600015 華夏銀行,2014/07/30,7.024
600016 民生銀行,2014/07/30,6.4
600018 上港集團,2014/07/30,4.455
600028 中國石化,2014/07/30,4.974
600030 中信證券,2014/07/30,12.708
600036 招商銀行,2014/07/30,10.595
600048 保利地產,2014/07/30,5.796
600050 中國聯通,2014/07/30,3.507
600104 上汽集團,2014/07/30,15.302
600109 國金證券,2014/07/30,11.182
600111 北方稀土,2014/07/30,14.427
600150 中國船舶,2014/07/30,23.866
600518 康美藥業,2014/07/30,7.292
600519 貴州茅台,2014/07/30,141.594
600585 海螺水泥,2014/07/30,17.423
600637 東方明珠,2014/07/30,31.918
600795 國電電力,2014/07/30,2.24
600837 海通證券,2014/07/30,9.869
600887 伊利股份,2014/07/30,12.045
600893 中航動力,2014/07/30,24.248
600999 招商證券,2014/07/30,10.421
601006 大秦鐵路,2014/07/30,6.813
601088 中國神華,2014/07/30,15.129
601166 興業銀行,2014/07/30,10.61
601169 北京銀行,2014/07/30,5.897
601186 中國鐵建,2014/07/30,4.966
601288 農業銀行,2014/07/30,2.38
601318 中國平安,2014/07/30,21.566
601328 交通銀行,2014/07/30,4.231
601336 新華保險,2014/07/30,24.335
601390 中國中鐵,2014/07/30,2.785
601398 工商銀行,2014/07/30,3.413
601601 中國太保,2014/07/30,19.538
601628 中國人壽,2014/07/30,14.801
601668 中國建築,2014/07/30,3.074
601669 中國電建,2014/07/30,2.632
601688 華泰證券,2014/07/30,8.253
601766 中國中車,2014/07/30,5.053
601800 中國交建,2014/07/30,3.871
601818 光大銀行,2014/07/30,2.506
601857 中國石油,2014/07/30,7.754
601901 方正證券,2014/07/30,6.1
601988 中國銀行,2014/07/30,2.578
601989 中國重工,2014/07/30,5.068
601998 中信銀行,2014/07/30,4.49
600000 浦發銀行,2014/07/29,9.346
600010 包鋼股份,2014/07/29,1.962
600015 華夏銀行,2014/07/29,7.113
600016 民生銀行,2014/07/29,6.429
600018 上港集團,2014/07/29,4.475
600028 中國石化,2014/07/29,4.917
600030 中信證券,2014/07/29,12.825
600036 招商銀行,2014/07/29,10.634
600048 保利地產,2014/07/29,6.131
600050 中國聯通,2014/07/29,3.477
600104 上汽集團,2014/07/29,15.558
600109 國金證券,2014/07/29,11.142
600111 北方稀土,2014/07/29,14.514
600150 中國船舶,2014/07/29,23.336
600518 康美藥業,2014/07/29,7.326
600519 貴州茅台,2014/07/29,143.872
600585 海螺水泥,2014/07/29,17.384
600637 東方明珠,2014/07/29,31.918
600795 國電電力,2014/07/29,2.269
600837 海通證券,2014/07/29,9.879
600887 伊利股份,2014/07/29,11.688
600893 中航動力,2014/07/29,24.218
600999 招商證券,2014/07/29,10.449
601006 大秦鐵路,2014/07/29,6.909
601088 中國神華,2014/07/29,15.069
601166 興業銀行,2014/07/29,10.639
601169 北京銀行,2014/07/29,5.971
601186 中國鐵建,2014/07/29,5.026
601288 農業銀行,2014/07/29,2.409
601318 中國平安,2014/07/29,21.571
601328 交通銀行,2014/07/29,4.337
601336 新華保險,2014/07/29,24.206
601390 中國中鐵,2014/07/29,2.824
601398 工商銀行,2014/07/29,3.432
601601 中國太保,2014/07/29,19.646
601628 中國人壽,2014/07/29,14.792
601668 中國建築,2014/07/29,3.123
601669 中國電建,2014/07/29,2.632
601688 華泰證券,2014/07/29,8.263
601766 中國中車,2014/07/29,5.162
601800 中國交建,2014/07/29,3.911
601818 光大銀行,2014/07/29,2.545
601857 中國石油,2014/07/29,7.523
601901 方正證券,2014/07/29,6.08
601988 中國銀行,2014/07/29,2.617
601989 中國重工,2014/07/29,4.948
601998 中信銀行,2014/07/29,4.53
600000 浦發銀行,2014/07/28,9.327
600010 包鋼股份,2014/07/28,1.987
600015 華夏銀行,2014/07/28,7.097
600016 民生銀行,2014/07/28,6.439
600018 上港集團,2014/07/28,4.409
600028 中國石化,2014/07/28,4.955
600030 中信證券,2014/07/28,12.903
600036 招商銀行,2014/07/28,10.576
600048 保利地產,2014/07/28,6.17
600050 中國聯通,2014/07/28,3.487
600104 上汽集團,2014/07/28,15.602
600109 國金證券,2014/07/28,11.282
600111 北方稀土,2014/07/28,14.593
600150 中國船舶,2014/07/28,23.157
600518 康美藥業,2014/07/28,7.257
600519 貴州茅台,2014/07/28,146.721
600585 海螺水泥,2014/07/28,17.832
600637 東方明珠,2014/07/28,31.918
600795 國電電力,2014/07/28,2.279
600837 海通證券,2014/07/28,9.948
600887 伊利股份,2014/07/28,11.507
600893 中航動力,2014/07/28,23.61
600999 招商證券,2014/07/28,10.468
601006 大秦鐵路,2014/07/28,6.919
601088 中國神華,2014/07/28,15.299
601166 興業銀行,2014/07/28,10.6
601169 北京銀行,2014/07/28,5.93
601186 中國鐵建,2014/07/28,5.046
601288 農業銀行,2014/07/28,2.419
601318 中國平安,2014/07/28,21.522
601328 交通銀行,2014/07/28,4.067
601336 新華保險,2014/07/28,24.832
601390 中國中鐵,2014/07/28,2.824
601398 工商銀行,2014/07/28,3.441
601601 中國太保,2014/07/28,19.597
601628 中國人壽,2014/07/28,14.683
601668 中國建築,2014/07/28,3.133
601669 中國電建,2014/07/28,2.632
