stkcd	trdate	clprice
600111 北方稀土	12/11/2015	13.76
600150 中國船舶	12/11/2015	34.57
600518 康美藥業	12/11/2015	17.52
600519 貴州茅台	12/11/2015	211.41
600585 海螺水泥	12/11/2015	16.74
600637 東方明珠	12/11/2015	37.3
600795 國電電力	12/11/2015	3.95
600837 海通證券	12/11/2015	15.16
600887 伊利股份	12/11/2015	14.173
600893 中航動力	12/11/2015	44.59
600958 東方證券	12/11/2015	22.79
600999 招商證券	12/11/2015	21.36
601006 大秦鐵路	12/11/2015	8.59
601088 中國神華	12/11/2015	14.64
601166 興業銀行	12/11/2015	15.95
601169 北京銀行	12/11/2015	10.15
601186 中國鐵建	12/11/2015	13.34
601211 國泰君安	12/11/2015	24.34
601288 農業銀行	12/11/2015	3.23
601318 中國平安	12/11/2015	34.57
601328 交通銀行	12/11/2015	6.44
601336 新華保險	12/11/2015	47.65
601390 中國中鐵	12/11/2015	10.81
601398 工商銀行	12/11/2015	4.59
601601 中國太保	12/11/2015	27.21
601628 中國人壽	12/11/2015	27.54
601668 中國建築	12/11/2015	6.22
601669 中國電建	12/11/2015	7.91
601688 華泰證券	12/11/2015	19.21
601766 中國中車	12/11/2015	12.722
601800 中國交建	12/11/2015	13.29
601818 光大銀行	12/11/2015	4.24
601857 中國石油	12/11/2015	8.3
601901 方正證券	12/11/2015	9.29
601985 中國核電	12/11/2015	9.45
601988 中國銀行	12/11/2015	4.04
601989 中國重工	12/11/2015	9.41
601998 中信銀行	12/11/2015	7.27
600000 浦發銀行	12/10/2015	19.27
600010 包鋼股份	12/10/2015	3.6
600015 華夏銀行	12/10/2015	11.12
600016 民生銀行	12/10/2015	8.621
600018 上港集團	12/10/2015	6.72
600028 中國石化	12/10/2015	4.89
600030 中信證券	12/10/2015	17.82
600036 招商銀行	12/10/2015	17.26
600048 保利地產	12/10/2015	10.45
600050 中國聯通	12/10/2015	6.06
600104 上汽集團	12/10/2015	20.64
600109 國金證券	12/10/2015	15.19
600111 北方稀土	12/10/2015	13.58
600150 中國船舶	12/10/2015	34.15
600518 康美藥業	12/10/2015	18.61
600519 貴州茅台	12/10/2015	212.96
600585 海螺水泥	12/10/2015	17.08
600637 東方明珠	12/10/2015	35.5
600795 國電電力	12/10/2015	3.98
600837 海通證券	12/10/2015	15.21
600887 伊利股份	12/10/2015	14.299
600893 中航動力	12/10/2015	43.7
600958 東方證券	12/10/2015	22.56
600999 招商證券	12/10/2015	20.96
601006 大秦鐵路	12/10/2015	8.74
601088 中國神華	12/10/2015	14.65
601166 興業銀行	12/10/2015	16.09
601169 北京銀行	12/10/2015	10.06
601186 中國鐵建	12/10/2015	13.49
601211 國泰君安	12/10/2015	23.2
601288 農業銀行	12/10/2015	3.23
601318 中國平安	12/10/2015	34.49
601328 交通銀行	12/10/2015	6.45
601336 新華保險	12/10/2015	48.04
601390 中國中鐵	12/10/2015	10.93
601398 工商銀行	12/10/2015	4.61
601601 中國太保	12/10/2015	27.06
601628 中國人壽	12/10/2015	27.96
601668 中國建築	12/10/2015	6.29
601669 中國電建	12/10/2015	7.96
601688 華泰證券	12/10/2015	19.13
601766 中國中車	12/10/2015	12.891
601800 中國交建	12/10/2015	13.31
601818 光大銀行	12/10/2015	4.27
601857 中國石油	12/10/2015	8.33
601901 方正證券	12/10/2015	9.29
601985 中國核電	12/10/2015	9.5
601988 中國銀行	12/10/2015	4.07
601989 中國重工	12/10/2015	9.47
601998 中信銀行	12/10/2015	7.35
600000 浦發銀行	12/9/2015	19.23
600010 包鋼股份	12/9/2015	3.67
600015 華夏銀行	12/9/2015	11.25
600016 民生銀行	12/9/2015	8.63
600018 上港集團	12/9/2015	6.65
600028 中國石化	12/9/2015	4.89
600030 中信證券	12/9/2015	17.79
600036 招商銀行	12/9/2015	17.39
600048 保利地產	12/9/2015	11.19
600050 中國聯通	12/9/2015	6.12
600104 上汽集團	12/9/2015	20.98
600109 國金證券	12/9/2015	15.08
600111 北方稀土	12/9/2015	13.51
600150 中國船舶	12/9/2015	34.87
600518 康美藥業	12/9/2015	18.61
600519 貴州茅台	12/9/2015	214.47
600585 海螺水泥	12/9/2015	16.63
600637 東方明珠	12/9/2015	35.41
600795 國電電力	12/9/2015	3.99
600837 海通證券	12/9/2015	15.18
600887 伊利股份	12/9/2015	14.367
600893 中航動力	12/9/2015	44.56
600958 東方證券	12/9/2015	22.32
600999 招商證券	12/9/2015	20.73
601006 大秦鐵路	12/9/2015	8.92
601088 中國神華	12/9/2015	14.71
601166 興業銀行	12/9/2015	16.2
601169 北京銀行	12/9/2015	10.15
601186 中國鐵建	12/9/2015	13.67
601211 國泰君安	12/9/2015	22.96
601288 農業銀行	12/9/2015	3.23
601318 中國平安	12/9/2015	34.44
601328 交通銀行	12/9/2015	6.47
601336 新華保險	12/9/2015	49.62
601390 中國中鐵	12/9/2015	11.03
601398 工商銀行	12/9/2015	4.66
601601 中國太保	12/9/2015	27.06
601628 中國人壽	12/9/2015	28.14
601668 中國建築	12/9/2015	6.39
601669 中國電建	12/9/2015	8.01
601688 華泰證券	12/9/2015	18.97
601766 中國中車	12/9/2015	12.95
601800 中國交建	12/9/2015	13.48
601818 光大銀行	12/9/2015	4.3
601857 中國石油	12/9/2015	8.35
601901 方正證券	12/9/2015	9.28
601985 中國核電	12/9/2015	9.48
601988 中國銀行	12/9/2015	4.11
601989 中國重工	12/9/2015	9.75
601998 中信銀行	12/9/2015	7.5
600000 浦發銀行	12/8/2015	20.1
600010 包鋼股份	12/8/2015	3.69
600015 華夏銀行	12/8/2015	11.19
600016 民生銀行	12/8/2015	8.621
600018 上港集團	12/8/2015	6.68
600028 中國石化	12/8/2015	4.91
600030 中信證券	12/8/2015	17.64
600036 招商銀行	12/8/2015	17.42
600048 保利地產	12/8/2015	10.72
600050 中國聯通	12/8/2015	6.11
600104 上汽集團	12/8/2015	20.08
600109 國金證券	12/8/2015	15.05
600111 北方稀土	12/8/2015	13.69
600150 中國船舶	12/8/2015	34.6
600518 康美藥業	12/8/2015	18.61
600519 貴州茅台	12/8/2015	211.94
600585 海螺水泥	12/8/2015	16.57
600637 東方明珠	12/8/2015	34.5
600795 國電電力	12/8/2015	3.99
600837 海通證券	12/8/2015	15.08
600887 伊利股份	12/8/2015	14.396
600893 中航動力	12/8/2015	43.81
600958 東方證券	12/8/2015	22.08
600999 招商證券	12/8/2015	20.72
601006 大秦鐵路	12/8/2015	8.8
601088 中國神華	12/8/2015	14.64
601166 興業銀行	12/8/2015	16.13
601169 北京銀行	12/8/2015	9.9
601186 中國鐵建	12/8/2015	13.65
601211 國泰君安	12/8/2015	22.72
601288 農業銀行	12/8/2015	3.21
601318 中國平安	12/8/2015	34.42
601328 交通銀行	12/8/2015	6.44
601336 新華保險	12/8/2015	47.8
601390 中國中鐵	12/8/2015	11.07
601398 工商銀行	12/8/2015	4.62
601601 中國太保	12/8/2015	27.02
601628 中國人壽	12/8/2015	27.85
601668 中國建築	12/8/2015	6.33
601669 中國電建	12/8/2015	8.02
601688 華泰證券	12/8/2015	19.04
601766 中國中車	12/8/2015	12.95
601800 中國交建	12/8/2015	13.44
601818 光大銀行	12/8/2015	4.28
601857 中國石油	12/8/2015	8.38
601901 方正證券	12/8/2015	9.26
601985 中國核電	12/8/2015	9.44
601988 中國銀行	12/8/2015	4.06
601989 中國重工	12/8/2015	9.8
601998 中信銀行	12/8/2015	7.46
600000 浦發銀行	12/7/2015	19.45
600010 包鋼股份	12/7/2015	3.79
600015 華夏銀行	12/7/2015	11.3
600016 民生銀行	12/7/2015	8.73
600018 上港集團	12/7/2015	6.85
600028 中國石化	12/7/2015	5.02
600030 中信證券	12/7/2015	17.9
600036 招商銀行	12/7/2015	17.39
600048 保利地產	12/7/2015	10.83
600050 中國聯通	12/7/2015	6.26
600104 上汽集團	12/7/2015	20.64
600109 國金證券	12/7/2015	15.4
600111 北方稀土	12/7/2015	14.11
600150 中國船舶	12/7/2015	35.97
600518 康美藥業	12/7/2015	18.61
600519 貴州茅台	12/7/2015	214.51
600585 海螺水泥	12/7/2015	17.03
600637 東方明珠	12/7/2015	35.65
600795 國電電力	12/7/2015	4.05
600837 海通證券	12/7/2015	15.16
600887 伊利股份	12/7/2015	14.707
600893 中航動力	12/7/2015	45.61
600958 東方證券	12/7/2015	22.56
600999 招商證券	12/7/2015	21.3
601006 大秦鐵路	12/7/2015	8.95
601088 中國神華	12/7/2015	14.98
601166 興業銀行	12/7/2015	16.15
601169 北京銀行	12/7/2015	10.01
601186 中國鐵建	12/7/2015	14.26
601211 國泰君安	12/7/2015	23.24
601288 農業銀行	12/7/2015	3.27
601318 中國平安	12/7/2015	34.74
601328 交通銀行	12/7/2015	6.55
601336 新華保險	12/7/2015	49.05
601390 中國中鐵	12/7/2015	11.56
601398 工商銀行	12/7/2015	4.66
601601 中國太保	12/7/2015	27.5
601628 中國人壽	12/7/2015	28.05
601668 中國建築	12/7/2015	6.45
601669 中國電建	12/7/2015	8.3
601688 華泰證券	12/7/2015	19.42
601766 中國中車	12/7/2015	13.426
601800 中國交建	12/7/2015	14.09
601818 光大銀行	12/7/2015	4.36
601857 中國石油	12/7/2015	8.55
601901 方正證券	12/7/2015	9.31
601985 中國核電	12/7/2015	9.76
601988 中國銀行	12/7/2015	4.12
601989 中國重工	12/7/2015	10.09
601998 中信銀行	12/7/2015	7.64
600000 浦發銀行	12/4/2015	18.71
600010 包鋼股份	12/4/2015	3.82
600015 華夏銀行	12/4/2015	11.26
600016 民生銀行	12/4/2015	8.68
600018 上港集團	12/4/2015	6.86
600028 中國石化	12/4/2015	5.03
600030 中信證券	12/4/2015	18.24
600036 招商銀行	12/4/2015	17.25
600048 保利地產	12/4/2015	11
600050 中國聯通	12/4/2015	6.24
600104 上汽集團	12/4/2015	20.64
600109 國金證券	12/4/2015	15.5
600111 北方稀土	12/4/2015	14.01
600150 中國船舶	12/4/2015	36.11
600518 康美藥業	12/4/2015	18.61
600519 貴州茅台	12/4/2015	215.31
600585 海螺水泥	12/4/2015	17.1
600637 東方明珠	12/4/2015	34.96
600795 國電電力	12/4/2015	4.05
600837 海通證券	12/4/2015	15.32
600887 伊利股份	12/4/2015	14.639
600893 中航動力	12/4/2015	44.88
600958 東方證券	12/4/2015	22.93
600999 招商證券	12/4/2015	21.79
601006 大秦鐵路	12/4/2015	8.89
601088 中國神華	12/4/2015	15.09
601166 興業銀行	12/4/2015	16.07
601169 北京銀行	12/4/2015	9.96
601186 中國鐵建	12/4/2015	14.29
601211 國泰君安	12/4/2015	22.85
601288 農業銀行	12/4/2015	3.3
601318 中國平安	12/4/2015	34.95
601328 交通銀行	12/4/2015	6.61
601336 新華保險	12/4/2015	49.66
601390 中國中鐵	12/4/2015	11.64
601398 工商銀行	12/4/2015	4.69
601601 中國太保	12/4/2015	27.82
601628 中國人壽	12/4/2015	28.46
601668 中國建築	12/4/2015	6.51
601669 中國電建	12/4/2015	8.29
601688 華泰證券	12/4/2015	19.8
601766 中國中車	12/4/2015	13.307
601800 中國交建	12/4/2015	14.14
601818 光大銀行	12/4/2015	4.4
601857 中國石油	12/4/2015	8.58
601901 方正證券	12/4/2015	9.48
601985 中國核電	12/4/2015	9.73
601988 中國銀行	12/4/2015	4.17
601989 中國重工	12/4/2015	10.12
601998 中信銀行	12/4/2015	7.7
600000 浦發銀行	12/3/2015	19.25
600010 包鋼股份	12/3/2015	3.88
600015 華夏銀行	12/3/2015	11.67
600016 民生銀行	12/3/2015	8.848
600018 上港集團	12/3/2015	6.96
600028 中國石化	12/3/2015	5.14
600030 中信證券	12/3/2015	18.74
600036 招商銀行	12/3/2015	17.78
600048 保利地產	12/3/2015	11.36
600050 中國聯通	12/3/2015	6.41
600104 上汽集團	12/3/2015	21.14
600109 國金證券	12/3/2015	15.93
600111 北方稀土	12/3/2015	14.39
600150 中國船舶	12/3/2015	36.79
600518 康美藥業	12/3/2015	18.61
600519 貴州茅台	12/3/2015	220.2
600585 海螺水泥	12/3/2015	17.57
600637 東方明珠	12/3/2015	35.46
600795 國電電力	12/3/2015	4.14
600837 海通證券	12/3/2015	15.85
600887 伊利股份	12/3/2015	14.891
600893 中航動力	12/3/2015	45.86
600958 東方證券	12/3/2015	23.62
600999 招商證券	12/3/2015	22.28
601006 大秦鐵路	12/3/2015	9.09
601088 中國神華	12/3/2015	15.27
601166 興業銀行	12/3/2015	16.59
601169 北京銀行	12/3/2015	10.23
601186 中國鐵建	12/3/2015	14.43
601211 國泰君安	12/3/2015	23.35
601288 農業銀行	12/3/2015	3.34
601318 中國平安	12/3/2015	35.97
601328 交通銀行	12/3/2015	6.84
601336 新華保險	12/3/2015	51.81
601390 中國中鐵	12/3/2015	11.62
601398 工商銀行	12/3/2015	4.86
601601 中國太保	12/3/2015	28.95
601628 中國人壽	12/3/2015	29.61
601668 中國建築	12/3/2015	6.71
601669 中國電建	12/3/2015	8.56
601688 華泰證券	12/3/2015	20.53
601766 中國中車	12/3/2015	13.614
601800 中國交建	12/3/2015	14.58
601818 光大銀行	12/3/2015	4.54
601857 中國石油	12/3/2015	8.82
601901 方正證券	12/3/2015	9.79
601985 中國核電	12/3/2015	9.92
601988 中國銀行	12/3/2015	4.34
601989 中國重工	12/3/2015	10.36
601998 中信銀行	12/3/2015	7.93
600000 浦發銀行	12/2/2015	19.85
600010 包鋼股份	12/2/2015	3.88
600015 華夏銀行	12/2/2015	11.92
600016 民生銀行	12/2/2015	8.858
600018 上港集團	12/2/2015	7
600028 中國石化	12/2/2015	5.09
600030 中信證券	12/2/2015	18.82
600036 招商銀行	12/2/2015	17.91
600048 保利地產	12/2/2015	11.62
600050 中國聯通	12/2/2015	6.4
600104 上汽集團	12/2/2015	20.63
600109 國金證券	12/2/2015	15.95
600111 北方稀土	12/2/2015	14.33
600150 中國船舶	12/2/2015	36.34
600518 康美藥業	12/2/2015	18.61
600519 貴州茅台	12/2/2015	221.58
600585 海螺水泥	12/2/2015	17.55
600637 東方明珠	12/2/2015	35.01
600795 國電電力	12/2/2015	4.15
600837 海通證券	12/2/2015	15.9
600887 伊利股份	12/2/2015	14.94
600893 中航動力	12/2/2015	44.58
600958 東方證券	12/2/2015	23.55
600999 招商證券	12/2/2015	22.13
601006 大秦鐵路	12/2/2015	9.14
601088 中國神華	12/2/2015	15.21
601166 興業銀行	12/2/2015	16.73
601169 北京銀行	12/2/2015	10.18
601186 中國鐵建	12/2/2015	14.51
601211 國泰君安	12/2/2015	23.38
601288 農業銀行	12/2/2015	3.24
601318 中國平安	12/2/2015	36.01
601328 交通銀行	12/2/2015	6.64
601336 新華保險	12/2/2015	49.05
601390 中國中鐵	12/2/2015	11.67
601398 工商銀行	12/2/2015	4.72
601601 中國太保	12/2/2015	28.74
601628 中國人壽	12/2/2015	29.39
601668 中國建築	12/2/2015	6.83
601669 中國電建	12/2/2015	8.58
601688 華泰證券	12/2/2015	19.94
601766 中國中車	12/2/2015	13.585
601800 中國交建	12/2/2015	14.72
601818 光大銀行	12/2/2015	4.5
601857 中國石油	12/2/2015	8.64
601901 方正證券	12/2/2015	9.87
601985 中國核電	12/2/2015	9.86
601988 中國銀行	12/2/2015	4.18
601989 中國重工	12/2/2015	10.34
601998 中信銀行	12/2/2015	7.83
600000 浦發銀行	12/1/2015	18.66
600010 包鋼股份	12/1/2015	3.75
600015 華夏銀行	12/1/2015	11.21
600016 民生銀行	12/1/2015	8.492
600018 上港集團	12/1/2015	6.77
600028 中國石化	12/1/2015	4.93
600030 中信證券	12/1/2015	17.77
600036 招商銀行	12/1/2015	17.11
600048 保利地產	12/1/2015	10.56
600050 中國聯通	12/1/2015	6.21
600104 上汽集團	12/1/2015	19.57
600109 國金證券	12/1/2015	15.2
600111 北方稀土	12/1/2015	13.97
600150 中國船舶	12/1/2015	36
600518 康美藥業	12/1/2015	18.61
600519 貴州茅台	12/1/2015	213.8
600585 海螺水泥	12/1/2015	16.89
600637 東方明珠	12/1/2015	34.44
600795 國電電力	12/1/2015	4.03
600837 海通證券	12/1/2015	15.13
600887 伊利股份	12/1/2015	14.377
600893 中航動力	12/1/2015	45.3
600958 東方證券	12/1/2015	22.29
600999 招商證券	12/1/2015	20.67
601006 大秦鐵路	12/1/2015	8.85
601088 中國神華	12/1/2015	14.75
601166 興業銀行	12/1/2015	15.7
601169 北京銀行	12/1/2015	9.25
601186 中國鐵建	12/1/2015	14.13
601211 國泰君安	12/1/2015	22.26
601288 農業銀行	12/1/2015	3.12
601318 中國平安	12/1/2015	34.12
601328 交通銀行	12/1/2015	6.32
601336 新華保險	12/1/2015	44.59
601390 中國中鐵	12/1/2015	11.42
601398 工商銀行	12/1/2015	4.55
601601 中國太保	12/1/2015	26.77
601628 中國人壽	12/1/2015	26.72
601668 中國建築	12/1/2015	6.42
601669 中國電建	12/1/2015	8.17
601688 華泰證券	12/1/2015	18.79
601766 中國中車	12/1/2015	13.168
601800 中國交建	12/1/2015	14.09
601818 光大銀行	12/1/2015	4.24
601857 中國石油	12/1/2015	8.41
601901 方正證券	12/1/2015	9.39
601985 中國核電	12/1/2015	9.61
601988 中國銀行	12/1/2015	4.02
601989 中國重工	12/1/2015	10.16
601998 中信銀行	12/1/2015	7.12
600000 浦發銀行	11/30/2015	18.65
600010 包鋼股份	11/30/2015	3.75
600015 華夏銀行	11/30/2015	11.07
600016 民生銀行	11/30/2015	8.551
600018 上港集團	11/30/2015	6.72
600028 中國石化	11/30/2015	4.91
600030 中信證券	11/30/2015	17.63
600036 招商銀行	11/30/2015	17.2
600048 保利地產	11/30/2015	9.6
600050 中國聯通	11/30/2015	6.22
600104 上汽集團	11/30/2015	19.13
600109 國金證券	11/30/2015	15.39
600111 北方稀土	11/30/2015	13.88
600150 中國船舶	11/30/2015	35.72
600518 康美藥業	11/30/2015	18.61
600519 貴州茅台	11/30/2015	214.31
600585 海螺水泥	11/30/2015	16.42
600637 東方明珠	11/30/2015	34.41
600795 國電電力	11/30/2015	4.04
600837 海通證券	11/30/2015	15.22
600887 伊利股份	11/30/2015	14.319
600893 中航動力	11/30/2015	45.75
600958 東方證券	11/30/2015	22.61
600999 招商證券	11/30/2015	20.25
601006 大秦鐵路	11/30/2015	8.68
601088 中國神華	11/30/2015	14.7
601166 興業銀行	11/30/2015	15.65
601169 北京銀行	11/30/2015	9.27
601186 中國鐵建	11/30/2015	13.73
601211 國泰君安	11/30/2015	22.03
601288 農業銀行	11/30/2015	3.15
601318 中國平安	11/30/2015	33.8
601328 交通銀行	11/30/2015	6.39
601336 新華保險	11/30/2015	44.01
601390 中國中鐵	11/30/2015	11.18
601398 工商銀行	11/30/2015	4.62
601601 中國太保	11/30/2015	26.46
601628 中國人壽	11/30/2015	26.31
601668 中國建築	11/30/2015	6.2
601669 中國電建	11/30/2015	8
601688 華泰證券	11/30/2015	18.67
601766 中國中車	11/30/2015	13.079
601800 中國交建	11/30/2015	13.72
601818 光大銀行	11/30/2015	4.33
601857 中國石油	11/30/2015	8.4
601901 方正證券	11/30/2015	9.48
601985 中國核電	11/30/2015	9.54
601988 中國銀行	11/30/2015	4.11
601989 中國重工	11/30/2015	10.06
601998 中信銀行	11/30/2015	7.26
600000 浦發銀行	11/27/2015	18.53
600010 包鋼股份	11/27/2015	3.78
600015 華夏銀行	11/27/2015	10.82
600016 民生銀行	11/27/2015	8.383
600018 上港集團	11/27/2015	6.79
600028 中國石化	11/27/2015	4.9
600030 中信證券	11/27/2015	17.9
600036 招商銀行	11/27/2015	17.04
600048 保利地產	11/27/2015	9.2
600050 中國聯通	11/27/2015	6.23
600104 上汽集團	11/27/2015	18.95
600109 國金證券	11/27/2015	15.5
600111 北方稀土	11/27/2015	14.15
600150 中國船舶	11/27/2015	37.02
600518 康美藥業	11/27/2015	18.61
600519 貴州茅台	11/27/2015	207.74
600585 海螺水泥	11/27/2015	16.3
600637 東方明珠	11/27/2015	35.01
600795 國電電力	11/27/2015	3.98
600837 海通證券	11/27/2015	16.71
600887 伊利股份	11/27/2015	14.484
600893 中航動力	11/27/2015	46.89
600958 東方證券	11/27/2015	22.67
600999 招商證券	11/27/2015	20.29
601006 大秦鐵路	11/27/2015	8.82
601088 中國神華	11/27/2015	14.74
601166 興業銀行	11/27/2015	15.49
601169 北京銀行	11/27/2015	9.15
601186 中國鐵建	11/27/2015	14.01
601211 國泰君安	11/27/2015	22.11
601288 農業銀行	11/27/2015	3.13
601318 中國平安	11/27/2015	33.84
601328 交通銀行	11/27/2015	6.22
601336 新華保險	11/27/2015	44.59
601390 中國中鐵	11/27/2015	11.44
601398 工商銀行	11/27/2015	4.58
601601 中國太保	11/27/2015	26.39
601628 中國人壽	11/27/2015	26.6
601668 中國建築	11/27/2015	6.22
601669 中國電建	11/27/2015	8.17
601688 華泰證券	11/27/2015	18.69
601766 中國中車	11/27/2015	13.347
601800 中國交建	11/27/2015	14.12
601818 光大銀行	11/27/2015	4.22
601857 中國石油	11/27/2015	8.46
601901 方正證券	11/27/2015	9.18
601985 中國核電	11/27/2015	9.62
601988 中國銀行	11/27/2015	3.95
601989 中國重工	11/27/2015	10.32
601998 中信銀行	11/27/2015	7.05
600000 浦發銀行	11/26/2015	19.37
600010 包鋼股份	11/26/2015	4.06
600015 華夏銀行	11/26/2015	11.11
600016 民生銀行	11/26/2015	8.69
600018 上港集團	11/26/2015	7.2
600028 中國石化	11/26/2015	5.16
600030 中信證券	11/26/2015	19.89
600036 招商銀行	11/26/2015	17.53
600048 保利地產	11/26/2015	9.62
600050 中國聯通	11/26/2015	6.62
600104 上汽集團	11/26/2015	19.82
600109 國金證券	11/26/2015	17.22
600111 北方稀土	11/26/2015	15.58
600150 中國船舶	11/26/2015	39.52
600518 康美藥業	11/26/2015	18.61
600519 貴州茅台	11/26/2015	212.84
600585 海螺水泥	11/26/2015	17.24
600637 東方明珠	11/26/2015	37.95
600795 國電電力	11/26/2015	4.16
600837 海通證券	11/26/2015	16.71
600887 伊利股份	11/26/2015	15.027
600893 中航動力	11/26/2015	51.06
600958 東方證券	11/26/2015	25.19
600999 招商證券	11/26/2015	22.54
601006 大秦鐵路	11/26/2015	9.11
601088 中國神華	11/26/2015	15.58
601166 興業銀行	11/26/2015	16.08
601169 北京銀行	11/26/2015	9.52
601186 中國鐵建	11/26/2015	15.25
601211 國泰君安	11/26/2015	24.03
601288 農業銀行	11/26/2015	3.22
601318 中國平安	11/26/2015	35.03
601328 交通銀行	11/26/2015	6.52
601336 新華保險	11/26/2015	48.06
601390 中國中鐵	11/26/2015	12.44
601398 工商銀行	11/26/2015	4.68
601601 中國太保	11/26/2015	27.03
601628 中國人壽	11/26/2015	28.08
601668 中國建築	11/26/2015	6.62
601669 中國電建	11/26/2015	9.02
601688 華泰證券	11/26/2015	20.77
601766 中國中車	11/26/2015	14.456
601800 中國交建	11/26/2015	15.61
601818 光大銀行	11/26/2015	4.44
601857 中國石油	11/26/2015	8.97
601901 方正證券	11/26/2015	10.2
601985 中國核電	11/26/2015	10.33
601988 中國銀行	11/26/2015	4.07
601989 中國重工	11/26/2015	11.09
601998 中信銀行	11/26/2015	7.58
600000 浦發銀行	11/25/2015	19.67
600010 包鋼股份	11/25/2015	4.06
600015 華夏銀行	11/25/2015	11.09
600016 民生銀行	11/25/2015	8.72
600018 上港集團	11/25/2015	7.28
600028 中國石化	11/25/2015	5.14
600030 中信證券	11/25/2015	20.09
600036 招商銀行	11/25/2015	17.73
600048 保利地產	11/25/2015	9.55
600050 中國聯通	11/25/2015	6.66
600104 上汽集團	11/25/2015	19.92
600109 國金證券	11/25/2015	17.57
600111 北方稀土	11/25/2015	15.34
600150 中國船舶	11/25/2015	38.95
600518 康美藥業	11/25/2015	18.27
600519 貴州茅台	11/25/2015	212.98
600585 海螺水泥	11/25/2015	17.26
600637 東方明珠	11/25/2015	37.37
600795 國電電力	11/25/2015	4.2
600837 海通證券	11/25/2015	16.82
600887 伊利股份	11/25/2015	14.959
600893 中航動力	11/25/2015	50.91
600958 東方證券	11/25/2015	25.49
600999 招商證券	11/25/2015	22.85
601006 大秦鐵路	11/25/2015	9.25
601088 中國神華	11/25/2015	15.43
601166 興業銀行	11/25/2015	16.17
601169 北京銀行	11/25/2015	9.6
601186 中國鐵建	11/25/2015	15.37
601211 國泰君安	11/25/2015	23.99
601288 農業銀行	11/25/2015	3.23
601318 中國平安	11/25/2015	35.04
601328 交通銀行	11/25/2015	6.56
601336 新華保險	11/25/2015	48.68
601390 中國中鐵	11/25/2015	12.44
601398 工商銀行	11/25/2015	4.66
601601 中國太保	11/25/2015	27.02
601628 中國人壽	11/25/2015	28.18
601668 中國建築	11/25/2015	6.67
601669 中國電建	11/25/2015	9.09
601688 華泰證券	11/25/2015	20.94
601766 中國中車	11/25/2015	14.466
601800 中國交建	11/25/2015	15.85
601818 光大銀行	11/25/2015	4.44
601857 中國石油	11/25/2015	8.98
601901 方正證券	11/25/2015	10.4
601985 中國核電	11/25/2015	10.49
601988 中國銀行	11/25/2015	4.08
601989 中國重工	11/25/2015	11.01
601998 中信銀行	11/25/2015	7.59
600000 浦發銀行	11/24/2015	19.05
600010 包鋼股份	11/24/2015	4.03
600015 華夏銀行	11/24/2015	11.06
600016 民生銀行	11/24/2015	8.72
600018 上港集團	11/24/2015	7.25
600028 中國石化	11/24/2015	5.12
600030 中信證券	11/24/2015	20.29
600036 招商銀行	11/24/2015	17.88
600048 保利地產	11/24/2015	9.49
600050 中國聯通	11/24/2015	6.65
600104 上汽集團	11/24/2015	19.84
600109 國金證券	11/24/2015	17.31
600111 北方稀土	11/24/2015	15.1
600150 中國船舶	11/24/2015	38.49
600518 康美藥業	11/24/2015	16.85
600519 貴州茅台	11/24/2015	211.69
600585 海螺水泥	11/24/2015	17.22
600637 東方明珠	11/24/2015	36.95
600795 國電電力	11/24/2015	4.19
600837 海通證券	11/24/2015	16.7
600887 伊利股份	11/24/2015	14.979
600893 中航動力	11/24/2015	50.21
600958 東方證券	11/24/2015	25.5
600999 招商證券	11/24/2015	22.51
601006 大秦鐵路	11/24/2015	9.2
601088 中國神華	11/24/2015	15.35
601166 興業銀行	11/24/2015	16.13
601169 北京銀行	11/24/2015	9.65
601186 中國鐵建	11/24/2015	15.4
601211 國泰君安	11/24/2015	23.95
601288 農業銀行	11/24/2015	3.2
601318 中國平安	11/24/2015	34.97
601328 交通銀行	11/24/2015	6.55
601336 新華保險	11/24/2015	48.02
601390 中國中鐵	11/24/2015	12.48
601398 工商銀行	11/24/2015	4.64
601601 中國太保	11/24/2015	26.96
601628 中國人壽	11/24/2015	28.15
601668 中國建築	11/24/2015	6.66
601669 中國電建	11/24/2015	9.09
601688 華泰證券	11/24/2015	20.7
601766 中國中車	11/24/2015	14.546
601800 中國交建	11/24/2015	16.05
601818 光大銀行	11/24/2015	4.41
601857 中國石油	11/24/2015	8.91
601901 方正證券	11/24/2015	10.42
601985 中國核電	11/24/2015	10.35
601988 中國銀行	11/24/2015	4.04
601989 中國重工	11/24/2015	10.85
601998 中信銀行	11/24/2015	7.56
600000 浦發銀行	11/23/2015	19.06
600010 包鋼股份	11/23/2015	4.04
600015 華夏銀行	11/23/2015	11.19
600016 民生銀行	11/23/2015	8.759
600018 上港集團	11/23/2015	7.27
600028 中國石化	11/23/2015	5.12
600030 中信證券	11/23/2015	20.1
600036 招商銀行	11/23/2015	18.19
600048 保利地產	11/23/2015	9.61
600050 中國聯通	11/23/2015	6.68
600104 上汽集團	11/23/2015	19.89
600109 國金證券	11/23/2015	17.02
600111 北方稀土	11/23/2015	15.14
600150 中國船舶	11/23/2015	38.61
600518 康美藥業	11/23/2015	16.73
600519 貴州茅台	11/23/2015	212.62
600585 海螺水泥	11/23/2015	17.49
600637 東方明珠	11/23/2015	37.51
600795 國電電力	11/23/2015	4.22
600837 海通證券	11/23/2015	16.55
