time,rmb_hk,rmb_us,rmb_tw
10/2/2011,1.2176,0.15641,4.77829
10/3/2011,1.2182,0.15641,4.79237
10/4/2011,1.2179,0.15641,4.79237
10/5/2011,1.2174,0.15641,4.73841
10/6/2011,1.2176,0.15641,4.78768
10/7/2011,1.2174,0.15641,4.78768
10/8/2011,1.2171,0.15641,4.78768
10/9/2011,1.2182,0.15653,4.79142
10/10/2011,1.2237,0.15724,4.76737
10/11/2011,1.2204,0.15683,4.78131
10/12/2011,1.2214,0.15696,4.76542
10/13/2011,1.2167,0.15641,4.7345
10/14/2011,1.2179,0.15657,4.73931
10/15/2011,1.2179,0.15657,4.73931
10/16/2011,1.2179,0.15657,4.73931
10/17/2011,1.2186,0.15671,4.72349
10/18/2011,1.2168,0.15648,4.72029
10/19/2011,1.2171,0.15652,4.71044
10/20/2011,1.2165,0.15636,4.70565
10/21/2011,1.2164,0.15636,4.70629
10/22/2011,1.2167,0.15636,4.70629
10/23/2011,1.2167,0.15636,4.70629
10/24/2011,1.2182,0.15661,4.69407
10/25/2011,1.2204,0.15695,4.72738
10/26/2011,1.2213,0.15712,4.73226
10/27/2011,1.2198,0.15695,4.71639
10/28/2011,1.2194,0.15698,4.68809
10/29/2011,1.2188,0.15698,4.68809
10/30/2011,1.2186,0.15698,4.68809
10/31/2011,1.2203,0.15713,4.69447
11/1/2011,1.2206,0.15709,4.72926
11/2/2011,1.2201,0.15704,4.72778
11/3/2011,1.2216,0.15722,4.73272
11/4/2011,1.2232,0.15746,4.7524
11/5/2011,1.2231,0.15746,4.7524
11/6/2011,1.2231,0.15746,4.7524
11/7/2011,1.2219,0.15725,4.73425
11/8/2011,1.2222,0.15727,4.73075
11/9/2011,1.2232,0.15742,4.73459
11/10/2011,1.2234,0.15725,4.72938
11/11/2011,1.2247,0.15739,4.75936
11/12/2011,1.2241,0.15739,4.75936
11/13/2011,1.2241,0.15739,4.75936
11/14/2011,1.222,0.1571,4.74911
11/15/2011,1.2238,0.15727,4.75434
11/16/2011,1.2244,0.15732,4.75898
11/17/2011,1.2237,0.15719,4.74858
11/18/2011,1.2231,0.15706,4.75114
11/19/2011,1.2232,0.15706,4.75114
11/20/2011,1.2232,0.15706,4.75114
11/21/2011,1.2225,0.15695,4.77242
11/22/2011,1.2223,0.1569,4.76019
11/23/2011,1.2234,0.15699,4.75832
11/24/2011,1.2225,0.15683,4.76672
11/25/2011,1.2206,0.15656,4.76086
11/26/2011,1.2206,0.15656,4.76086
11/27/2011,1.2206,0.15656,4.76086
11/28/2011,1.2183,0.15631,4.75748
11/29/2011,1.22,0.15653,4.75542
11/30/2011,1.2183,0.15648,4.75535
12/1/2011,1.2188,0.15671,4.75232
12/2/2011,1.2195,0.15691,4.72462
12/3/2011,1.2188,0.15691,4.72462
12/4/2011,1.2188,0.15691,4.72462
12/5/2011,1.2189,0.15685,4.72904
12/6/2011,1.2189,0.15679,4.73847
12/7/2011,1.2188,0.15678,4.73802
12/8/2011,1.2197,0.15686,4.7302
12/9/2011,1.2203,0.15683,4.72987
12/10/2011,1.2204,0.15683,4.72987
12/11/2011,1.2204,0.15683,4.72987
12/12/2011,1.2209,0.15691,4.75413
12/13/2011,1.2198,0.15679,4.74146
12/14/2011,1.2191,0.15666,4.73767
12/15/2011,1.2188,0.15658,4.75378
12/16/2011,1.2213,0.15695,4.76504
12/17/2011,1.2214,0.15695,4.76504
12/18/2011,1.2214,0.15695,4.76504
12/19/2011,1.2252,0.15742,4.77221
12/20/2011,1.2234,0.1572,4.7686
12/21/2011,1.2247,0.15742,4.77536
12/22/2011,1.2247,0.15742,4.76639
12/23/2011,1.2249,0.15749,4.76802
12/24/2011,1.2249,0.15749,4.76802
12/25/2011,1.2246,0.15749,4.76802
12/26/2011,1.229,0.15797,4.79038
12/27/2011,1.2277,0.15784,4.78716
12/28/2011,1.228,0.15794,4.79831
12/29/2011,1.2277,0.15794,4.79831
12/30/2011,1.2333,0.15875,4.8045
12/31/2011,1.2329,0.15875,4.8045
1/1/2012,1.2329,0.15875,4.8045
1/2/2012,1.2329,0.15875,4.79958
1/3/2012,1.2333,0.15875,4.81276
1/4/2012,1.232,0.1586,4.8031
1/5/2012,1.2303,0.1584,4.79717
1/6/2012,1.2293,0.15829,4.78836
1/7/2012,1.2293,0.15829,4.78836
1/8/2012,1.2293,0.15829,4.78836
1/9/2012,1.2279,0.15812,4.81105
1/10/2012,1.2284,0.15814,4.77275
1/11/2012,1.2274,0.15802,4.74543
1/12/2012,1.2273,0.15799,4.72557
1/13/2012,1.2297,0.15832,4.73537
1/16/2012,1.2285,0.15814,4.77923
1/17/2012,1.2284,0.15816,4.75162
1/18/2012,1.2277,0.15814,4.74112
1/19/2012,1.227,0.15804,4.7318
1/20/2012,1.2243,0.15772,4.7221
1/21/2012,1.2256,0.15794,4.72881
1/22/2012,1.2256,0.15794,4.72881
1/23/2012,1.2256,0.15794,4.71539
1/24/2012,1.2258,0.15794,4.71681
1/25/2012,1.2259,0.15794,4.73197
1/26/2012,1.2256,0.15794,4.69817
1/27/2012,1.2252,0.15794,4.68933
1/28/2012,1.2252,0.15794,4.68933
1/30/2012,1.2234,0.15769,4.69928
1/31/2012,1.2273,0.15824,4.68874
2/1/2012,1.2274,0.15826,4.6812
2/2/2012,1.2291,0.15847,4.67807
2/3/2012,1.2282,0.15836,4.66855
2/4/2012,1.228,0.15836,4.66855
2/5/2012,1.228,0.15836,4.66855
2/6/2012,1.2262,0.15813,4.67735
2/7/2012,1.2279,0.15836,4.6779
2/8/2012,1.2297,0.1586,4.67543
2/9/2012,1.23,0.1586,4.6786
2/10/2012,1.229,0.15845,4.68683
2/11/2012,1.2288,0.15845,4.68683
2/12/2012,1.2288,0.15845,4.68683
2/13/2012,1.2293,0.15852,4.67796
2/14/2012,1.2282,0.15842,4.68292
2/15/2012,1.2287,0.15846,4.67928
2/16/2012,1.2282,0.15838,4.68324
2/17/2012,1.2291,0.1585,4.68515
2/18/2012,1.229,0.1585,4.68515
2/19/2012,1.229,0.1585,4.68515
2/20/2012,1.2285,0.15843,4.68646
2/21/2012,1.2297,0.15857,4.68896
2/22/2012,1.2296,0.15855,4.6898
2/23/2012,1.2291,0.15847,4.68606
2/24/2012,1.2294,0.15853,4.68943
2/25/2012,1.2293,0.15853,4.68943
2/26/2012,1.2293,0.15853,4.68943
2/27/2012,1.2285,0.15839,4.68678
2/28/2012,1.229,0.15847,4.68599
2/29/2012,1.2294,0.15854,4.6658
3/1/2012,1.2291,0.15847,4.66063
3/2/2012,1.2293,0.15848,4.67051
3/5/2012,1.2287,0.15832,4.66887
3/6/2012,1.2285,0.15826,4.6812
3/7/2012,1.2282,0.1582,4.67482
3/8/2012,1.2262,0.15806,4.66105
3/9/2012,1.2268,0.15814,4.65414
3/10/2012,1.2268,0.15814,4.65414
3/11/2012,1.2268,0.15814,4.65414
3/12/2012,1.2243,0.15781,4.65843
3/13/2012,1.2243,0.15776,4.65538
3/14/2012,1.2235,0.15763,4.66117
3/15/2012,1.224,0.15769,4.65828
3/16/2012,1.2255,0.15787,4.66185
3/17/2012,1.2256,0.15787,4.66185
3/18/2012,1.2256,0.15787,4.66185
3/19/2012,1.225,0.15782,4.6588
3/20/2012,1.2252,0.15781,4.66632
3/21/2012,1.2259,0.15789,4.66717
3/22/2012,1.2305,0.15848,4.69112
3/23/2012,1.2297,0.15835,4.68228
3/24/2012,1.23,0.15835,4.68228
3/25/2012,1.23,0.15835,4.68228
3/26/2012,1.2284,0.15812,4.67396
3/27/2012,1.2293,0.15832,4.68154
3/28/2012,1.229,0.15829,4.67914
3/29/2012,1.2294,0.15832,4.68154
3/30/2012,1.2305,0.1585,4.68039
3/31/2012,1.2312,0.15855,4.68188
4/1/2012,1.2314,0.15856,4.68225
4/2/2012,1.2312,0.15856,4.67432
4/3/2012,1.2312,0.15856,4.67749
4/4/2012,1.2314,0.15856,4.68066
4/5/2012,1.2274,0.15807,4.66458
4/6/2012,1.2293,0.15828,4.67402
4/7/2012,1.2293,0.15831,4.67491
4/8/2012,1.2293,0.15831,4.67491
4/9/2012,1.229,0.15824,4.67608
4/10/2012,1.2284,0.15819,4.6746
4/11/2012,1.2288,0.15824,4.67449
4/12/2012,1.2288,0.15827,4.66257
4/13/2012,1.2291,0.15835,4.67278
4/14/2012,1.2287,0.15835,4.67278
4/15/2012,1.2287,0.15835,4.67278
4/16/2012,1.2267,0.15809,4.66532
4/17/2012,1.2297,0.15845,4.67574
4/18/2012,1.2293,0.15837,4.6751
4/19/2012,1.2293,0.1584,4.67426
4/20/2012,1.2284,0.15827,4.66574
4/21/2012,1.2284,0.15827,4.66574
4/22/2012,1.2284,0.15827,4.66574
4/23/2012,1.2284,0.15827,4.6689
4/24/2012,1.2284,0.15828,4.66769
4/25/2012,1.2285,0.15833,4.66766
4/26/2012,1.228,0.15828,4.63129
4/27/2012,1.2271,0.15815,4.62266
4/28/2012,1.2271,0.15815,4.62266
4/29/2012,1.2271,0.15815,4.62266
4/30/2012,1.227,0.15815,4.61159
5/1/2012,1.2268,0.15815,4.60685
5/2/2012,1.2279,0.15825,4.62408
5/3/2012,1.2284,0.15828,4.62323
5/4/2012,1.2287,0.15828,4.63121
5/5/2012,1.2287,0.15828,4.63121
5/6/2012,1.2287,0.15828,4.63121
5/7/2012,1.2285,0.15821,4.6388
5/8/2012,1.2282,0.15822,4.64053
5/9/2012,1.228,0.15818,4.64403
5/10/2012,1.2271,0.15806,4.6423
5/11/2012,1.2282,0.15816,4.64999
5/12/2012,1.2282,0.15816,4.64999
5/13/2012,1.2282,0.15816,4.64999
5/14/2012,1.2268,0.15796,4.6678
5/15/2012,1.2273,0.15801,4.6756
5/16/2012,1.227,0.15791,4.67738
5/17/2012,1.2264,0.15785,4.6675
5/18/2012,1.225,0.15772,4.66074
5/19/2012,1.225,0.15772,4.66074
5/20/2012,1.225,0.15772,4.66074
5/21/2012,1.225,0.15774,4.65637
5/22/2012,1.2259,0.15785,4.66449
5/23/2012,1.224,0.15756,4.66069
5/24/2012,1.2217,0.15733,4.66002
5/25/2012,1.2214,0.15731,4.6628
5/26/2012,1.2214,0.15731,4.6628
5/27/2012,1.2214,0.15731,4.6628
5/28/2012,1.2209,0.15725,4.65939
5/29/2012,1.2209,0.15724,4.65745
5/30/2012,1.2185,0.15693,4.66715
5/31/2012,1.2171,0.15675,4.68047
6/1/2012,1.2164,0.15671,4.69191
6/2/2012,1.2164,0.15671,4.69191
6/4/2012,1.2176,0.15687,4.70924
6/5/2012,1.224,0.15772,4.7254
6/6/2012,1.217,0.15684,4.67841
6/7/2012,1.2171,0.15685,4.67557
6/8/2012,1.2152,0.15662,4.68777
6/9/2012,1.2154,0.15662,4.68777
6/10/2012,1.2154,0.15662,4.68777
6/11/2012,1.2162,0.15675,4.69144
6/12/2012,1.216,0.1567,4.69467
6/13/2012,1.216,0.1567,4.69467
6/14/2012,1.2162,0.15672,4.69228
6/15/2012,1.2171,0.15682,4.68895
6/16/2012,1.2171,-,-
6/18/2012,1.2183,0.15698,4.69366
6/19/2012,1.2188,0.15705,4.68937
6/20/2012,1.2177,0.15692,4.68718
6/21/2012,1.2165,0.15675,4.68831
6/22/2012,1.2165,0.15675,4.69301
6/23/2012,1.2167,0.15675,4.69301
6/24/2012,1.2167,0.15675,4.69301
6/25/2012,1.2173,0.15684,4.70044
6/26/2012,1.2173,0.15685,4.70066
6/27/2012,1.2188,0.15704,4.69714
6/28/2012,1.2182,0.15699,4.70016
6/29/2012,1.2189,0.15712,4.68522
6/30/2012,1.2191,0.15712,4.68522
7/1/2012,1.2191,0.15712,4.68522
7/2/2012,1.2197,0.15722,4.70074
7/3/2012,1.2185,0.1571,4.68799
7/4/2012,1.2195,0.15724,4.69033
7/5/2012,1.2179,0.15704,4.69243
7/6/2012,1.2161,0.15682,4.69365
7/7/2012,1.2162,0.15682,4.69365
7/8/2012,1.2162,0.15682,4.69365
7/9/2012,1.2151,0.15667,4.69223
7/10/2012,1.2162,0.15682,4.69992
7/11/2012,1.2154,0.15671,4.69348
7/12/2012,1.2152,0.15665,4.70104
7/13/2012,1.2137,0.15645,4.68562
7/14/2012,1.2139,0.15645,4.68562
7/15/2012,1.2139,0.15645,4.68562
7/16/2012,1.2137,0.15644,4.69158
7/17/2012,1.2151,0.15661,4.6921
7/18/2012,1.2154,0.15666,4.69514
7/19/2012,1.2149,0.15661,4.6968
7/20/2012,1.2146,0.15658,4.69413
7/21/2012,1.2148,0.15658,4.69413
7/22/2012,1.2148,0.15658,4.69413
7/23/2012,1.2124,0.15628,4.7055
7/24/2012,1.2127,0.1563,4.71085
7/25/2012,1.2121,0.15623,4.71191
7/26/2012,1.213,0.15633,4.70719
7/27/2012,1.2136,0.15641,4.69867
7/28/2012,1.2136,0.15641,4.69867
7/29/2012,1.2136,0.15641,4.69867
7/30/2012,1.2136,0.15645,4.69664
7/31/2012,1.2161,0.15682,4.69679
8/1/2012,1.2154,0.15671,4.69818
8/2/2012,1.2161,0.15677,4.70002
8/3/2012,1.2146,0.1566,4.69017
8/4/2012,1.2146,0.1566,4.69017
8/5/2012,1.2146,0.1566,4.69017
8/6/2012,1.2148,0.1566,4.68704
8/7/2012,1.2161,0.1568,4.69448
8/8/2012,1.2173,0.15692,4.70287
8/9/2012,1.2176,0.15693,4.69697
8/10/2012,1.2173,0.1569,4.7037
8/11/2012,1.2173,0.1569,4.7037
8/12/2012,1.2173,0.1569,4.7037
8/13/2012,1.2173,0.1569,4.70684
8/14/2012,1.2177,0.15696,4.70241
8/15/2012,1.217,0.15687,4.70454
8/16/2012,1.2167,0.15682,4.70306
8/17/2012,1.2176,0.15694,4.70989
8/18/2012,1.2176,0.15694,4.70989
8/19/2012,1.2176,0.15694,4.70989
8/20/2012,1.2174,0.15693,4.70795
8/21/2012,1.2183,0.15704,4.70343
8/22/2012,1.2189,0.15712,4.70721
8/23/2012,1.2186,0.15708,4.70925
8/24/2012,1.2183,0.15704,4.70657
8/25/2012,1.2183,0.15704,4.70657
8/26/2012,1.2183,0.15704,4.70657
8/27/2012,1.218,0.15701,4.70546
8/28/2012,1.2188,0.1571,4.70684
8/29/2012,1.2189,0.15713,4.70444
8/30/2012,1.2194,0.15718,4.70906
8/31/2012,1.2198,0.15724,4.70305
9/1/2012,1.2198,0.15724,4.70305
9/2/2012,1.2198,0.15724,4.70305
9/3/2012,1.2212,0.15741,4.70029
9/4/2012,1.2198,0.15724,4.69362
9/5/2012,1.2197,0.15722,4.69602
9/6/2012,1.2209,0.15736,4.68944
9/7/2012,1.2209,0.15736,4.67056
9/8/2012,1.2207,0.15736,4.67056
9/9/2012,1.2207,0.15736,4.67056
9/10/2012,1.2216,0.15748,4.67229
9/11/2012,1.2217,0.15753,4.66116
9/12/2012,1.2235,0.15775,4.66943
9/13/2012,1.2229,0.15767,4.66715
9/14/2012,1.2255,0.15805,4.6372
9/15/2012,1.2253,0.15805,4.6372
9/16/2012,1.2253,0.15805,4.6372
9/17/2012,1.225,0.15799,4.62904
9/18/2012,1.2252,0.15801,4.64084
9/19/2012,1.2268,0.15821,4.64355
9/20/2012,1.228,0.15835,4.64601
9/21/2012,1.2273,0.15829,4.641
9/22/2012,1.2274,0.15829,4.641
9/23/2012,1.2274,0.15829,4.641
9/24/2012,1.227,0.15823,4.64708
9/25/2012,1.2271,0.15825,4.64307
9/26/2012,1.2285,0.1584,4.66015
9/27/2012,1.2285,0.15842,4.64958
9/28/2012,1.2323,0.15889,4.6587
9/29/2012,1.2318,0.15882,4.65648
9/30/2012,1.2318,0.15882,4.65648
10/1/2012,1.2317,0.15882,4.65648
10/2/2012,1.2317,0.15882,4.65331
10/3/2012,1.2318,0.15882,4.65489
10/4/2012,1.2318,0.15882,4.65331
10/5/2012,1.2317,0.15882,4.64378
10/6/2012,1.2315,0.15882,4.64378
10/7/2012,1.2315,0.15882,4.64378
10/8/2012,1.2309,0.15874,4.64633
10/9/2012,1.2309,0.15874,4.65109
10/10/2012,1.2317,0.15884,4.65404
10/11/2012,1.233,0.15902,4.65127
10/12/2012,1.2349,0.15927,4.65557
10/13/2012,1.2349,0.15927,4.65557
10/14/2012,1.2349,0.15927,4.65557
10/15/2012,1.2344,0.15922,4.65235
10/16/2012,1.2353,0.15935,4.65142
10/17/2012,1.2373,0.15958,4.65651
10/18/2012,1.2379,0.15968,4.66747
10/19/2012,1.2369,0.15955,4.66693
10/20/2012,1.2369,0.15955,4.66693
10/21/2012,1.2369,0.15955,4.66693
10/22/2012,1.237,0.15957,4.66731
10/23/2012,1.2382,0.15973,4.68174
10/24/2012,1.2384,0.15976,4.68089
10/25/2012,1.2402,0.16,4.68
10/26/2012,1.2385,0.15978,4.67524
10/27/2012,1.2385,0.15978,4.67524
10/28/2012,1.2385,0.15978,4.67524
10/29/2012,1.2392,0.15986,4.68068
10/30/2012,1.2401,0.15999,4.67803
10/31/2012,1.241,0.16009,4.67942
11/1/2012,1.2396,0.15992,4.67136
11/2/2012,1.2392,0.15986,4.67589
11/3/2012,1.2392,0.15986,4.67589
11/4/2012,1.2392,0.15986,4.67589
11/5/2012,1.2393,0.15987,4.67626
11/6/2012,1.2389,0.15981,4.67599
11/7/2012,1.2399,0.15995,4.65771
11/8/2012,1.241,0.16009,4.66021
11/9/2012,1.2401,0.15996,4.64369
11/10/2012,1.2401,0.15996,4.64369
11/12/2012,1.2433,0.16038,4.64445
11/13/2012,1.2425,0.16029,4.65169
11/14/2012,1.2461,0.16074,4.66294
11/15/2012,1.2427,0.1603,4.65336
11/16/2012,1.241,0.16006,4.66587
11/17/2012,1.241,0.16006,4.66587
11/18/2012,1.241,0.16006,4.66587
11/19/2012,1.2421,0.16019,4.67441
11/20/2012,1.2419,0.16018,4.66122
11/21/2012,1.2421,0.16022,4.66394
11/22/2012,1.2433,0.16039,4.6753
11/23/2012,1.2429,0.16032,4.66854
11/24/2012,1.2429,0.16032,4.66854
11/25/2012,1.2429,0.16032,4.66854
11/26/2012,1.2438,0.16045,4.66273
11/27/2012,1.2444,0.16054,4.67498
11/28/2012,1.2447,0.16058,4.67932
11/29/2012,1.2469,0.16085,4.67596
11/30/2012,1.2456,0.16071,4.67183
12/1/2012,1.2458,0.16071,4.67183
12/2/2012,1.2458,0.16071,4.67183
12/3/2012,1.2464,0.16079,4.67891
12/4/2012,1.2473,0.16092,4.68267
12/5/2012,1.2456,0.16071,4.67505
12/6/2012,1.2467,0.16084,4.68041
12/7/2012,1.2467,0.16084,4.6772
12/8/2012,1.2467,0.16084,4.6772
12/10/2012,1.2427,0.16032,4.66693
12/11/2012,1.2404,0.16004,4.65552
12/12/2012,1.2378,0.15969,4.64069
12/13/2012,1.2424,0.16027,4.66223
12/14/2012,1.2405,0.16004,4.65072
12/15/2012,1.2405,0.16004,4.65072
12/16/2012,1.2405,0.16004,4.65072
12/17/2012,1.2412,0.16012,4.64975
12/18/2012,1.2422,0.16024,4.65187
12/19/2012,1.243,0.16035,4.65814
12/20/2012,1.2427,0.16032,4.65571
12/21/2012,1.243,0.16035,4.66295
12/22/2012,1.243,0.16035,4.66295
12/23/2012,1.243,0.16035,4.66295
12/24/2012,1.2427,0.1603,4.65657
12/25/2012,1.2427,0.1603,4.66138
12/26/2012,1.241,0.16009,4.6498
12/27/2012,1.2413,0.16012,4.65455
12/28/2012,1.2427,0.16027,4.65422
12/29/2012,1.2427,0.16027,4.65422
12/30/2012,1.2427,0.16027,4.65422
12/31/2012,1.2429,0.16032,4.65571
1/1/2013,1.2429,0.16032,4.65571
1/2/2013,1.243,0.16032,4.65251
1/3/2013,1.2429,0.16032,4.65251
1/4/2013,1.2425,0.16027,4.65262
1/5/2013,1.246,0.16058,4.66151
1/6/2013,1.2464,0.16063,4.663
1/7/2013,1.2424,0.16026,4.65064
1/8/2013,1.2439,0.16044,4.66075
1/9/2013,1.243,0.16033,4.65113
1/10/2013,1.2438,0.16043,4.64113
1/11/2013,1.246,0.16068,4.65341
1/12/2013,1.246,0.16068,4.65341
1/13/2013,1.246,0.16068,4.65341
1/14/2013,1.2447,0.16052,4.64855
1/15/2013,1.2461,0.16068,4.65341
1/16/2013,1.2455,0.16062,4.65475
1/17/2013,1.2456,0.16063,4.65191
1/18/2013,1.2455,0.16063,4.65673
1/19/2013,1.2456,0.16063,4.65673
1/20/2013,1.2456,0.16063,4.65673
1/21/2013,1.2446,0.16049,4.64933
1/22/2013,1.2446,0.16049,4.65262
1/23/2013,1.2453,0.16059,4.66203
1/24/2013,1.2452,0.16057,4.67573
1/25/2013,1.2452,0.16056,4.70747
1/26/2013,1.2452,0.16056,4.70747
1/27/2013,1.2452,0.16056,4.70747
1/28/2013,1.2444,0.16039,4.73136
1/29/2013,1.2449,0.1604,4.7254
1/30/2013,1.2456,0.16053,4.74203
1/31/2013,1.2456,0.16056,4.74279
2/1/2013,1.2442,0.16035,4.75114
2/2/2013,1.2438,0.16035,4.75114
2/3/2013,1.2438,0.16035,4.75114
2/4/2013,1.2425,0.16019,4.74169
2/5/2013,1.2427,0.16024,4.73016
2/6/2013,1.2427,0.16024,4.74481
2/7/2013,1.2429,0.16022,4.74726
2/8/2013,1.2419,0.16013,4.76221
2/9/2013,1.2421,0.16013,4.76221
2/10/2013,1.2421,0.16013,4.76221
2/11/2013,1.2419,0.16012,4.76503
2/12/2013,1.2421,0.16012,4.76343
2/13/2013,1.2421,0.1601,4.75825
2/14/2013,1.2419,0.1601,4.74063
2/15/2013,1.2419,0.16012,4.74582
2/16/2013,1.2413,0.16004,4.74354
2/17/2013,1.2419,0.16012,4.74582
2/18/2013,1.2401,0.15989,4.74538
2/19/2013,1.2399,0.15986,4.71745
2/20/2013,1.241,0.16,4.7344
2/21/2013,1.2408,0.15996,4.75246
2/22/2013,1.2419,0.16009,4.74826
2/23/2013,1.2419,0.16009,4.74826
2/24/2013,1.2419,0.16009,4.74826
2/25/2013,1.2422,0.16012,4.75062
2/26/2013,1.2436,0.16027,4.75672
2/27/2013,1.2439,0.16032,4.75351
2/28/2013,1.245,0.16048,4.76298
3/1/2013,1.2442,0.1604,4.75908
3/2/2013,1.2441,0.1604,4.75908
3/3/2013,1.2441,0.1604,4.75908
3/4/2013,1.2439,0.16035,4.76397
3/5/2013,1.2447,0.16044,4.76022
3/6/2013,1.2453,0.16052,4.76412
3/7/2013,1.2452,0.16049,4.75694
3/8/2013,1.2456,0.16058,4.76764
3/9/2013,1.2458,0.16058,4.76764
3/10/2013,1.2458,0.16058,4.76764
3/11/2013,1.2452,0.1605,4.76687
3/12/2013,1.2456,0.16056,4.76527
3/13/2013,1.2464,0.16064,4.77896
3/14/2013,1.2461,0.16061,4.77804
3/15/2013,1.2463,0.16061,4.77644
3/16/2013,1.2466,0.16061,4.77644
3/17/2013,1.2466,0.16061,4.77644
3/18/2013,1.2464,0.16058,4.77728
3/19/2013,1.2463,0.16057,4.77529
3/20/2013,1.2473,0.16068,4.78276
3/21/2013,1.247,0.16063,4.77479
3/22/2013,1.2477,0.16068,4.79882
3/23/2013,1.2477,0.16068,4.79882
3/24/2013,1.2477,0.16068,4.79882
3/25/2013,1.2475,0.1607,4.79921
3/26/2013,1.2472,0.16071,4.79397
3/27/2013,1.247,0.16064,4.80386
3/28/2013,1.2477,0.16068,4.80123
3/29/2013,1.2478,0.16071,4.80201
3/30/2013,1.2478,0.16071,4.80201
3/31/2013,1.2478,0.16071,4.80201
4/1/2013,1.2484,0.16077,4.80635
4/2/2013,1.2503,0.16105,4.81206
4/3/2013,1.2497,0.16097,4.80652
4/4/2013,1.2498,0.16097,4.80974
4/5/2013,1.2502,0.16097,4.821
4/6/2013,1.2502,0.16097,4.821
4/7/2013,1.2506,0.16105,4.82333
4/8/2013,1.2497,0.16094,4.82184
4/9/2013,1.25,0.16096,4.83269
4/10/2013,1.2513,0.16115,4.83531
4/11/2013,1.2509,0.16112,4.82969
4/12/2013,1.2514,0.1612,4.83042
4/13/2013,1.2514,0.1612,4.83042
4/14/2013,1.2514,0.1612,4.83042
4/15/2013,1.2525,0.16133,4.81979
4/16/2013,1.2536,0.16146,4.81723
4/17/2013,1.2558,0.16175,4.83234
4/18/2013,1.2536,0.16146,4.82223
4/19/2013,1.2545,0.16157,4.81549
4/20/2013,1.2547,0.16157,4.81549
4/21/2013,1.2547,0.16157,4.81549
4/22/2013,1.2538,0.16145,4.82329
4/23/2013,1.2545,0.16154,4.81706
4/24/2013,1.2547,0.16157,4.81226
4/25/2013,1.2566,0.16182,4.82386
4/26/2013,1.2571,0.16189,4.79852
4/27/2013,1.2593,0.16217,4.80677
4/28/2013,1.2585,0.1619,4.79883
4/29/2013,1.2583,0.1619,4.76904
4/30/2013,1.258,0.1619,4.7705
5/1/2013,1.2583,0.16196,4.77529
5/2/2013,1.2583,0.16215,4.79302
5/3/2013,1.2582,0.16212,4.79468
5/4/2013,1.2585,0.16217,4.79623
5/5/2013,1.2585,0.16217,4.79623
5/6/2013,1.2569,0.16196,4.84346
5/7/2013,1.2594,0.16224,4.83144
5/8/2013,1.2615,0.16251,4.83968
5/9/2013,1.2641,0.16286,4.83201
5/10/2013,1.2618,0.16254,4.83413
5/11/2013,1.2618,0.16254,4.83413
5/12/2013,1.2618,0.16254,4.83413
5/13/2013,1.2606,0.16238,4.82682
5/14/2013,1.2614,0.16248,4.85329
5/15/2013,1.2609,0.16241,4.86285
5/16/2013,1.2601,0.16229,4.87244
5/17/2013,1.262,0.16251,4.85804
5/18/2013,1.2618,0.16251,4.85804
5/20/2013,1.2621,0.16257,4.8723
5/21/2013,1.2629,0.16268,4.86196
5/22/2013,1.2636,0.16278,4.86644
5/23/2013,1.2639,0.16278,4.86872
5/24/2013,1.2639,0.16278,4.87197
5/25/2013,1.2641,0.16278,4.87197
5/26/2013,1.2641,0.16278,4.87197
5/27/2013,1.2661,0.16306,4.84615
5/28/2013,1.266,0.16305,4.83255
5/29/2013,1.265,0.16291,4.93443
5/30/2013,1.2642,0.16281,4.93349
5/31/2013,1.2636,0.16271,4.8119
6/1/2013,1.2636,0.16271,4.8119
6/2/2013,1.2633,0.16271,4.8119
6/3/2013,1.2639,0.16278,4.87995
6/4/2013,1.2644,0.16286,4.90644
6/5/2013,1.2642,0.16288,4.87866
6/6/2013,1.2637,0.16278,4.83584
6/7/2013,1.2641,0.16281,4.88758
6/8/2013,1.2671,0.16321,4.89963
6/9/2013,1.2641,0.16281,4.88758
6/10/2013,1.2642,0.16281,4.85535
6/11/2013,1.2644,0.16283,4.85532
6/12/2013,1.2647,0.16286,4.86084
6/13/2013,1.2639,0.16273,4.90277
6/14/2013,1.2642,0.16284,4.86411
6/15/2013,1.2641,0.16284,4.86411
6/16/2013,1.2641,0.16284,4.86411
6/17/2013,1.2645,0.16295,4.85717
6/18/2013,1.2639,0.16289,4.86212
6/19/2013,1.2639,0.16291,4.85933
6/20/2013,1.2641,0.16295,4.86206
6/21/2013,1.2628,0.16276,4.92017
6/22/2013,1.2628,0.16276,4.92017
6/23/2013,1.2628,0.16276,4.92017
6/24/2013,1.2602,0.16246,4.92096
6/25/2013,1.2599,0.16241,4.89565
6/26/2013,1.2601,0.16238,4.89989
6/27/2013,1.2596,0.16236,4.90023
6/28/2013,1.262,0.16265,4.92071
6/29/2013,1.262,0.16265,4.92071
6/30/2013,1.262,0.16265,4.92071
7/1/2013,1.2623,0.1627,4.9106
7/2/2013,1.2623,0.16274,4.89471
7/3/2013,1.2626,0.16281,4.93431
7/4/2013,1.2634,0.16291,4.87383
7/5/2013,1.2623,0.16275,4.91431
7/6/2013,1.2623,0.16275,4.91431
7/7/2013,1.2623,0.16275,4.91431
7/8/2013,1.2621,0.16271,4.91148
7/9/2013,1.2634,0.16283,4.95709
7/10/2013,1.2623,0.1627,4.95729
7/11/2013,1.262,0.16267,4.84945
